Team,Win,Date,Ranking
OKC,28,2024-01-20,5.0
ORL,22,2024-01-20,15.0
PHI,27,2024-01-20,6.0
PHO,22,2024-01-20,16.0
POR,11,2024-01-20,26.0
SAC,23,2024-01-20,14.0
SAS,7,2024-01-20,28.0
TOR,16,2024-01-20,24.0
UTA,22,2024-01-20,17.0
WAS,7,2024-01-20,29.0
ATL,18,2024-01-21,21.0
BOS,32,2024-01-21,1.0
BRK,17,2024-01-21,23.0
CHO,9,2024-01-21,27.0
CHI,20,2024-01-21,19.0
CLE,24,2024-01-21,10.0
DAL,24,2024-01-21,11.0
DEN,29,2024-01-21,3.0
DET,4,2024-01-21,30.0
GSW,18,2024-01-21,22.0
HOU,20,2024-01-21,20.0
IND,24,2024-01-21,12.0
LAC,26,2024-01-21,7.0
LAL,21,2024-01-21,18.0
MEM,15,2024-01-21,25.0
MIA,24,2024-01-21,13.0
MIL,28,2024-01-21,4.0
MIN,30,2024-01-21,2.0
NOP,25,2024-01-21,8.0
NYK,25,2024-01-21,9.0
OKC,28,2024-01-21,5.0
ORL,22,2024-01-21,16.0
PHI,27,2024-01-21,6.0
PHO,23,2024-01-21,14.0
POR,12,2024-01-21,26.0
SAC,23,2024-01-21,15.0
SAS,7,2024-01-21,28.0
TOR,16,2024-01-21,24.0
UTA,22,2024-01-21,17.0
WAS,7,2024-01-21,29.0
ATL,18,2024-01-22,21.0
BOS,33,2024-01-22,1.0
BRK,17,2024-01-22,23.0
CHO,9,2024-01-22,27.0
CHI,21,2024-01-22,18.0
CLE,25,2024-01-22,8.0
DAL,24,2024-01-22,11.0
DEN,29,2024-01-22,3.0
DET,4,2024-01-22,30.0
GSW,18,2024-01-22,22.0
HOU,20,2024-01-22,20.0
IND,24,2024-01-22,12.0
LAC,26,2024-01-22,7.0
LAL,21,2024-01-22,19.0
MEM,15,2024-01-22,25.0
MIA,24,2024-01-22,13.0
MIL,29,2024-01-22,4.0
MIN,30,2024-01-22,2.0
NOP,25,2024-01-22,9.0
NYK,25,2024-01-22,10.0
OKC,28,2024-01-22,5.0
ORL,23,2024-01-22,15.0
PHI,28,2024-01-22,6.0
PHO,24,2024-01-22,14.0
POR,12,2024-01-22,26.0
SAC,23,2024-01-22,16.0
SAS,8,2024-01-22,28.0
TOR,16,2024-01-22,24.0
UTA,22,2024-01-22,17.0
WAS,7,2024-01-22,29.0
ATL,18,2024-01-23,21.0
BOS,33,2024-01-23,1.0
BRK,17,2024-01-23,23.0
CHO,9,2024-01-23,27.0
CHI,21,2024-01-23,19.0
CLE,25,2024-01-23,9.0
DAL,24,2024-01-23,11.0
DEN,30,2024-01-23,2.0
DET,4,2024-01-23,30.0
GSW,18,2024-01-23,22.0
HOU,20,2024-01-23,20.0
IND,24,2024-01-23,12.0
LAC,27,2024-01-23,7.0
LAL,22,2024-01-23,17.0
MEM,15,2024-01-23,25.0
MIA,24,2024-01-23,13.0
MIL,29,2024-01-23,4.0
MIN,30,2024-01-23,3.0
NOP,25,2024-01-23,10.0
NYK,26,2024-01-23,8.0
OKC,29,2024-01-23,5.0
ORL,23,2024-01-23,15.0
PHI,28,2024-01-23,6.0
PHO,24,2024-01-23,14.0
POR,12,2024-01-23,26.0
SAC,23,2024-01-23,16.0
SAS,8,2024-01-23,28.0
TOR,16,2024-01-23,24.0
UTA,22,2024-01-23,18.0
WAS,7,2024-01-23,29.0
ATL,18,2024-01-24,21.0
BOS,33,2024-01-24,1.0
BRK,17,2024-01-24,23.0
CHO,10,2024-01-24,27.0
CHI,21,2024-01-24,19.0
CLE,26,2024-01-24,8.0
DAL,24,2024-01-24,12.0
DEN,30,2024-01-24,2.0
DET,4,2024-01-24,30.0
GSW,18,2024-01-24,22.0
HOU,20,2024-01-24,20.0
IND,24,2024-01-24,13.0
LAC,27,2024-01-24,7.0
LAL,22,2024-01-24,17.0
MEM,16,2024-01-24,24.0
MIA,24,2024-01-24,14.0
MIL,30,2024-01-24,3.0
MIN,30,2024-01-24,4.0
NOP,25,2024-01-24,10.0
NYK,26,2024-01-24,9.0
OKC,30,2024-01-24,5.0
ORL,23,2024-01-24,15.0
PHI,28,2024-01-24,6.0
PHO,25,2024-01-24,11.0
POR,12,2024-01-24,26.0
SAC,23,2024-01-24,16.0
SAS,8,2024-01-24,28.0
TOR,16,2024-01-24,25.0
UTA,22,2024-01-24,18.0
WAS,7,2024-01-24,29.0
ATL,18,2024-01-25,22.0
BOS,34,2024-01-25,1.0
BRK,17,2024-01-25,23.0
CHO,10,2024-01-25,27.0
CHI,21,2024-01-25,19.0
CLE,26,2024-01-25,9.0
DAL,24,2024-01-25,12.0
DEN,31,2024-01-25,2.0
DET,4,2024-01-25,30.0
GSW,19,2024-01-25,21.0
HOU,20,2024-01-25,20.0
IND,24,2024-01-25,13.0
LAC,27,2024-01-25,7.0
LAL,22,2024-01-25,17.0
MEM,16,2024-01-25,24.0
MIA,24,2024-01-25,14.0
MIL,30,2024-01-25,4.0
MIN,31,2024-01-25,3.0
NOP,25,2024-01-25,10.0
NYK,27,2024-01-25,8.0
OKC,30,2024-01-25,5.0
ORL,23,2024-01-25,16.0
PHI,29,2024-01-25,6.0
PHO,25,2024-01-25,11.0
POR,12,2024-01-25,26.0
SAC,24,2024-01-25,15.0
SAS,8,2024-01-25,28.0
TOR,16,2024-01-25,25.0
UTA,22,2024-01-25,18.0
WAS,7,2024-01-25,29.0
ATL,18,2024-01-26,22.0
BOS,34,2024-01-26,1.0
BRK,17,2024-01-26,23.0
CHO,10,2024-01-26,27.0
CHI,21,2024-01-26,19.0
CLE,26,2024-01-26,9.0
DAL,24,2024-01-26,13.0
DEN,31,2024-01-26,2.0
DET,4,2024-01-26,30.0
GSW,19,2024-01-26,21.0
HOU,20,2024-01-26,20.0
IND,25,2024-01-26,12.0
LAC,28,2024-01-26,7.0
LAL,22,2024-01-26,17.0
MEM,17,2024-01-26,24.0
MIA,24,2024-01-26,14.0
MIL,31,2024-01-26,3.0
MIN,31,2024-01-26,4.0
NOP,26,2024-01-26,10.0
NYK,27,2024-01-26,8.0
OKC,31,2024-01-26,5.0
ORL,23,2024-01-26,16.0
PHI,29,2024-01-26,6.0
PHO,26,2024-01-26,11.0
POR,13,2024-01-26,26.0
SAC,24,2024-01-26,15.0
SAS,8,2024-01-26,28.0
TOR,16,2024-01-26,25.0
UTA,22,2024-01-26,18.0
WAS,7,2024-01-26,29.0
ATL,18,2024-01-27,22.0
BOS,35,2024-01-27,1.0
BRK,17,2024-01-27,23.0
CHO,10,2024-01-27,27.0
CHI,21,2024-01-27,19.0
CLE,26,2024-01-27,9.0
DAL,25,2024-01-27,12.0
DEN,31,2024-01-27,3.0
DET,5,2024-01-27,30.0
GSW,19,2024-01-27,21.0
HOU,21,2024-01-27,20.0
IND,25,2024-01-27,13.0
LAC,29,2024-01-27,6.0
LAL,23,2024-01-27,16.0
MEM,17,2024-01-27,24.0
MIA,24,2024-01-27,15.0
MIL,31,2024-01-27,4.0
MIN,32,2024-01-27,2.0
NOP,26,2024-01-27,10.0
NYK,28,2024-01-27,8.0
OKC,31,2024-01-27,5.0
ORL,23,2024-01-27,17.0
PHI,29,2024-01-27,7.0
PHO,26,2024-01-27,11.0
POR,13,2024-01-27,26.0
SAC,25,2024-01-27,14.0
SAS,9,2024-01-27,28.0
TOR,16,2024-01-27,25.0
UTA,23,2024-01-27,18.0
WAS,7,2024-01-27,29.0
ATL,18,2024-01-28,22.0
BOS,35,2024-01-28,1.0
BRK,17,2024-01-28,24.0
CHO,10,2024-01-28,27.0
CHI,21,2024-01-28,19.0
CLE,26,2024-01-28,9.0
DAL,25,2024-01-28,13.0
DEN,31,2024-01-28,4.0
DET,5,2024-01-28,30.0
GSW,19,2024-01-28,21.0
HOU,21,2024-01-28,20.0
IND,26,2024-01-28,10.0
LAC,29,2024-01-28,6.0
LAL,23,2024-01-28,16.0
MEM,18,2024-01-28,23.0
MIA,24,2024-01-28,15.0
MIL,31,2024-01-28,5.0
MIN,32,2024-01-28,2.0
NOP,26,2024-01-28,11.0
NYK,28,2024-01-28,8.0
OKC,32,2024-01-28,3.0
ORL,23,2024-01-28,17.0
PHI,29,2024-01-28,7.0
PHO,26,2024-01-28,12.0
POR,13,2024-01-28,26.0
SAC,25,2024-01-28,14.0
SAS,9,2024-01-28,28.0
TOR,16,2024-01-28,25.0
UTA,23,2024-01-28,18.0
WAS,7,2024-01-28,29.0
ATL,18,2024-01-29,22.0
BOS,35,2024-01-29,1.0
BRK,18,2024-01-29,23.0
CHO,10,2024-01-29,27.0
CHI,21,2024-01-29,19.0
CLE,27,2024-01-29,9.0
DAL,25,2024-01-29,14.0
DEN,32,2024-01-29,2.0
DET,5,2024-01-29,30.0
GSW,19,2024-01-29,21.0
HOU,21,2024-01-29,20.0
IND,26,2024-01-29,10.0
LAC,30,2024-01-29,6.0
LAL,24,2024-01-29,15.0
MEM,18,2024-01-29,24.0
MIA,24,2024-01-29,16.0
MIL,32,2024-01-29,3.0
MIN,32,2024-01-29,4.0
NOP,26,2024-01-29,11.0
NYK,29,2024-01-29,7.0
OKC,32,2024-01-29,5.0
ORL,24,2024-01-29,17.0
PHI,29,2024-01-29,8.0
PHO,26,2024-01-29,12.0
POR,13,2024-01-29,26.0
SAC,26,2024-01-29,13.0
SAS,10,2024-01-29,28.0
TOR,16,2024-01-29,25.0
UTA,24,2024-01-29,18.0
WAS,8,2024-01-29,29.0
ATL,19,2024-01-30,21.0
BOS,36,2024-01-30,1.0
BRK,18,2024-01-30,23.0
CHO,10,2024-01-30,27.0
CHI,22,2024-01-30,19.0
CLE,27,2024-01-30,9.0
DAL,25,2024-01-30,14.0
DEN,32,2024-01-30,2.0
DET,5,2024-01-30,30.0
GSW,19,2024-01-30,22.0
HOU,21,2024-01-30,20.0
IND,27,2024-01-30,10.0
LAC,30,2024-01-30,6.0
LAL,24,2024-01-30,15.0
MEM,18,2024-01-30,24.0
MIA,24,2024-01-30,16.0
MIL,32,2024-01-30,3.0
MIN,32,2024-01-30,4.0
NOP,26,2024-01-30,11.0
NYK,30,2024-01-30,7.0
OKC,32,2024-01-30,5.0
ORL,24,2024-01-30,17.0
PHI,29,2024-01-30,8.0
PHO,26,2024-01-30,12.0
POR,13,2024-01-30,26.0
SAC,26,2024-01-30,13.0
SAS,10,2024-01-30,28.0
TOR,16,2024-01-30,25.0
UTA,24,2024-01-30,18.0
WAS,8,2024-01-30,29.0
ATL,19,2024-01-31,21.0
BOS,36,2024-01-31,1.0
BRK,19,2024-01-31,22.0
CHO,10,2024-01-31,27.0
CHI,22,2024-01-31,19.0
CLE,28,2024-01-31,9.0
DAL,26,2024-01-31,13.0
DEN,33,2024-01-31,2.0
DET,6,2024-01-31,30.0
GSW,19,2024-01-31,23.0
HOU,22,2024-01-31,20.0
IND,27,2024-01-31,10.0
LAC,30,2024-01-31,6.0
LAL,24,2024-01-31,15.0
MEM,18,2024-01-31,24.0
MIA,24,2024-01-31,16.0
MIL,32,2024-01-31,4.0
MIN,33,2024-01-31,3.0
NOP,26,2024-01-31,14.0
NYK,30,2024-01-31,7.0
OKC,32,2024-01-31,5.0
ORL,24,2024-01-31,17.0
PHI,29,2024-01-31,8.0
PHO,27,2024-01-31,11.0
POR,14,2024-01-31,26.0
SAC,27,2024-01-31,12.0
SAS,10,2024-01-31,28.0
TOR,16,2024-01-31,25.0
UTA,24,2024-01-31,18.0
WAS,9,2024-01-31,29.0
ATL,19,2024-02-01,21.0
BOS,37,2024-02-01,1.0
BRK,19,2024-02-01,22.0
CHO,10,2024-02-01,27.0
CHI,22,2024-02-01,19.0
CLE,29,2024-02-01,8.0
DAL,26,2024-02-01,13.0
DEN,33,2024-02-01,2.0
DET,6,2024-02-01,30.0
GSW,19,2024-02-01,23.0
HOU,22,2024-02-01,20.0
IND,27,2024-02-01,10.0
LAC,30,2024-02-01,7.0
LAL,24,2024-02-01,15.0
MEM,18,2024-02-01,24.0
MIA,24,2024-02-01,16.0
MIL,32,2024-02-01,4.0
MIN,33,2024-02-01,3.0
NOP,26,2024-02-01,14.0
NYK,31,2024-02-01,6.0
OKC,32,2024-02-01,5.0
ORL,24,2024-02-01,17.0
PHI,29,2024-02-01,9.0
PHO,27,2024-02-01,11.0
POR,14,2024-02-01,26.0
SAC,27,2024-02-01,12.0
SAS,10,2024-02-01,28.0
TOR,16,2024-02-01,25.0
UTA,24,2024-02-01,18.0
WAS,9,2024-02-01,29.0
ATL,20,2024-02-02,21.0
BOS,37,2024-02-02,1.0
BRK,19,2024-02-02,23.0
CHO,10,2024-02-02,27.0
CHI,22,2024-02-02,19.0
CLE,29,2024-02-02,8.0
DAL,26,2024-02-02,14.0
DEN,33,2024-02-02,3.0
DET,6,2024-02-02,30.0
GSW,20,2024-02-02,22.0
HOU,22,2024-02-02,20.0
IND,27,2024-02-02,11.0
LAC,31,2024-02-02,6.0
LAL,24,2024-02-02,17.0
MEM,18,2024-02-02,24.0
MIA,25,2024-02-02,15.0
MIL,32,2024-02-02,5.0
MIN,34,2024-02-02,2.0
NOP,27,2024-02-02,12.0
NYK,31,2024-02-02,7.0
OKC,33,2024-02-02,4.0
ORL,25,2024-02-02,16.0
PHI,29,2024-02-02,9.0
PHO,28,2024-02-02,10.0
POR,15,2024-02-02,26.0
SAC,27,2024-02-02,13.0
SAS,10,2024-02-02,28.0
TOR,17,2024-02-02,25.0
UTA,24,2024-02-02,18.0
WAS,9,2024-02-02,29.0
ATL,21,2024-02-03,21.0
BOS,37,2024-02-03,1.0
BRK,19,2024-02-03,23.0
CHO,10,2024-02-03,27.0
CHI,23,2024-02-03,19.0
CLE,30,2024-02-03,8.0
DAL,26,2024-02-03,14.0
DEN,33,2024-02-03,3.0
DET,6,2024-02-03,30.0
GSW,21,2024-02-03,22.0
HOU,22,2024-02-03,20.0
IND,27,2024-02-03,12.0
LAC,31,2024-02-03,7.0
LAL,25,2024-02-03,15.0
MEM,18,2024-02-03,24.0
MIA,25,2024-02-03,16.0
MIL,32,2024-02-03,5.0
MIN,34,2024-02-03,2.0
NOP,27,2024-02-03,13.0
NYK,32,2024-02-03,6.0
OKC,33,2024-02-03,4.0
ORL,25,2024-02-03,17.0
PHI,30,2024-02-03,9.0
PHO,28,2024-02-03,10.0
POR,15,2024-02-03,26.0
SAC,28,2024-02-03,11.0
SAS,10,2024-02-03,28.0
TOR,17,2024-02-03,25.0
UTA,24,2024-02-03,18.0
WAS,9,2024-02-03,29.0
ATL,21,2024-02-04,21.0
BOS,37,2024-02-04,1.0
BRK,19,2024-02-04,23.0
CHO,10,2024-02-04,27.0
CHI,23,2024-02-04,19.0
CLE,30,2024-02-04,8.0
DAL,26,2024-02-04,14.0
DEN,34,2024-02-04,2.0
DET,6,2024-02-04,30.0
GSW,21,2024-02-04,22.0
HOU,23,2024-02-04,20.0
IND,27,2024-02-04,12.0
LAC,32,2024-02-04,6.0
LAL,25,2024-02-04,17.0
MEM,18,2024-02-04,24.0
MIA,26,2024-02-04,15.0
MIL,33,2024-02-04,5.0
MIN,34,2024-02-04,3.0
NOP,27,2024-02-04,13.0
NYK,32,2024-02-04,7.0
OKC,34,2024-02-04,4.0
ORL,26,2024-02-04,16.0
PHI,30,2024-02-04,9.0
PHO,28,2024-02-04,10.0
POR,15,2024-02-04,26.0
SAC,28,2024-02-04,11.0
SAS,10,2024-02-04,28.0
TOR,17,2024-02-04,25.0
UTA,24,2024-02-04,18.0
WAS,9,2024-02-04,29.0
ATL,22,2024-02-05,21.0
BOS,37,2024-02-05,1.0
BRK,20,2024-02-05,23.0
CHO,10,2024-02-05,27.0
CHI,23,2024-02-05,19.0
CLE,31,2024-02-05,8.0
DAL,26,2024-02-05,14.0
DEN,34,2024-02-05,2.0
DET,6,2024-02-05,30.0
GSW,21,2024-02-05,22.0
HOU,23,2024-02-05,20.0
IND,27,2024-02-05,13.0
LAC,33,2024-02-05,5.0
LAL,26,2024-02-05,15.0
MEM,18,2024-02-05,24.0
MIA,26,2024-02-05,16.0
MIL,33,2024-02-05,6.0
MIN,34,2024-02-05,3.0
NOP,28,2024-02-05,11.0
NYK,32,2024-02-05,7.0
OKC,34,2024-02-05,4.0
ORL,26,2024-02-05,17.0
PHI,30,2024-02-05,9.0
PHO,28,2024-02-05,12.0
POR,15,2024-02-05,26.0
SAC,29,2024-02-05,10.0
SAS,10,2024-02-05,28.0
TOR,17,2024-02-05,25.0
UTA,24,2024-02-05,18.0
WAS,9,2024-02-05,29.0
ATL,22,2024-02-06,21.0
BOS,37,2024-02-06,1.0
BRK,20,2024-02-06,23.0
CHO,10,2024-02-06,27.0
CHI,23,2024-02-06,19.0
CLE,31,2024-02-06,8.0
DAL,27,2024-02-06,14.0
DEN,34,2024-02-06,4.0
DET,6,2024-02-06,30.0
GSW,21,2024-02-06,22.0
HOU,23,2024-02-06,20.0
IND,28,2024-02-06,12.0
LAC,33,2024-02-06,5.0
LAL,26,2024-02-06,16.0
MEM,18,2024-02-06,24.0
MIA,26,2024-02-06,17.0
MIL,33,2024-02-06,6.0
MIN,35,2024-02-06,2.0
NOP,28,2024-02-06,13.0
NYK,32,2024-02-06,7.0
OKC,35,2024-02-06,3.0
ORL,27,2024-02-06,15.0
PHI,30,2024-02-06,9.0
PHO,29,2024-02-06,10.0
POR,15,2024-02-06,26.0
SAC,29,2024-02-06,11.0
SAS,10,2024-02-06,28.0
TOR,17,2024-02-06,25.0
UTA,25,2024-02-06,18.0
WAS,9,2024-02-06,29.0
ATL,22,2024-02-07,21.0
BOS,38,2024-02-07,1.0
BRK,20,2024-02-07,23.0
CHO,10,2024-02-07,27.0
CHI,23,2024-02-07,19.0
CLE,32,2024-02-07,7.0
DAL,27,2024-02-07,14.0
DEN,34,2024-02-07,4.0
DET,6,2024-02-07,30.0
GSW,22,2024-02-07,22.0
HOU,23,2024-02-07,20.0
IND,28,2024-02-07,13.0
LAC,34,2024-02-07,5.0
LAL,26,2024-02-07,17.0
MEM,18,2024-02-07,24.0
MIA,27,2024-02-07,15.0
MIL,33,2024-02-07,6.0
MIN,35,2024-02-07,2.0
NOP,29,2024-02-07,10.0
NYK,32,2024-02-07,8.0
OKC,35,2024-02-07,3.0
ORL,27,2024-02-07,16.0
PHI,30,2024-02-07,9.0
PHO,29,2024-02-07,11.0
POR,15,2024-02-07,26.0
SAC,29,2024-02-07,12.0
SAS,10,2024-02-07,28.0
TOR,17,2024-02-07,25.0
UTA,25,2024-02-07,18.0
WAS,9,2024-02-07,29.0
ATL,22,2024-02-08,22.0
BOS,38,2024-02-08,1.0
BRK,20,2024-02-08,23.0
CHO,10,2024-02-08,27.0
CHI,24,2024-02-08,19.0
CLE,33,2024-02-08,6.0
DAL,28,2024-02-08,14.0
DEN,35,2024-02-08,2.0
DET,7,2024-02-08,30.0
GSW,23,2024-02-08,20.0
HOU,23,2024-02-08,21.0
IND,29,2024-02-08,11.0
LAC,34,2024-02-08,5.0
LAL,27,2024-02-08,15.0
MEM,18,2024-02-08,24.0
MIA,27,2024-02-08,16.0
MIL,33,2024-02-08,7.0
MIN,35,2024-02-08,3.0
NOP,29,2024-02-08,12.0
NYK,33,2024-02-08,8.0
OKC,35,2024-02-08,4.0
ORL,27,2024-02-08,17.0
PHI,30,2024-02-08,9.0
PHO,30,2024-02-08,10.0
POR,15,2024-02-08,26.0
SAC,29,2024-02-08,13.0
SAS,10,2024-02-08,28.0
TOR,17,2024-02-08,25.0
UTA,26,2024-02-08,18.0
WAS,9,2024-02-08,29.0
ATL,22,2024-02-09,22.0
BOS,39,2024-02-09,1.0
BRK,20,2024-02-09,23.0
CHO,10,2024-02-09,27.0
CHI,24,2024-02-09,19.0
CLE,33,2024-02-09,6.0
DAL,28,2024-02-09,14.0
DEN,36,2024-02-09,2.0
DET,7,2024-02-09,30.0
GSW,23,2024-02-09,20.0
HOU,23,2024-02-09,21.0
IND,29,2024-02-09,12.0
LAC,34,2024-02-09,5.0
LAL,27,2024-02-09,15.0
MEM,18,2024-02-09,24.0
MIA,27,2024-02-09,16.0
MIL,33,2024-02-09,7.0
MIN,35,2024-02-09,3.0
NOP,30,2024-02-09,9.0
NYK,33,2024-02-09,8.0
OKC,35,2024-02-09,4.0
ORL,27,2024-02-09,17.0
PHI,30,2024-02-09,10.0
PHO,30,2024-02-09,11.0
POR,15,2024-02-09,26.0
SAC,29,2024-02-09,13.0
SAS,10,2024-02-09,28.0
TOR,18,2024-02-09,25.0
UTA,26,2024-02-09,18.0
WAS,9,2024-02-09,29.0
ATL,23,2024-02-10,21.0
BOS,39,2024-02-10,1.0
BRK,20,2024-02-10,23.0
CHO,10,2024-02-10,27.0
CHI,25,2024-02-10,19.0
CLE,34,2024-02-10,5.0
DAL,29,2024-02-10,12.0
DEN,36,2024-02-10,2.0
DET,8,2024-02-10,30.0
GSW,24,2024-02-10,20.0
HOU,23,2024-02-10,22.0
IND,29,2024-02-10,13.0
LAC,34,2024-02-10,6.0
LAL,27,2024-02-10,16.0
MEM,18,2024-02-10,25.0
MIA,27,2024-02-10,17.0
MIL,33,2024-02-10,7.0
MIN,35,2024-02-10,3.0
NOP,30,2024-02-10,10.0
NYK,33,2024-02-10,8.0
OKC,35,2024-02-10,4.0
ORL,28,2024-02-10,15.0
PHI,30,2024-02-10,11.0
PHO,31,2024-02-10,9.0
POR,15,2024-02-10,26.0
SAC,29,2024-02-10,14.0
SAS,10,2024-02-10,28.0
TOR,19,2024-02-10,24.0
UTA,26,2024-02-10,18.0
WAS,9,2024-02-10,29.0
ATL,23,2024-02-11,21.0
BOS,40,2024-02-11,1.0
BRK,20,2024-02-11,23.0
CHO,10,2024-02-11,27.0
CHI,25,2024-02-11,19.0
CLE,34,2024-02-11,5.0
DAL,29,2024-02-11,13.0
DEN,36,2024-02-11,2.0
DET,8,2024-02-11,30.0
GSW,24,2024-02-11,20.0
HOU,23,2024-02-11,22.0
IND,29,2024-02-11,14.0
LAC,34,2024-02-11,6.0
LAL,27,2024-02-11,17.0
MEM,18,2024-02-11,25.0
MIA,28,2024-02-11,15.0
MIL,33,2024-02-11,7.0
MIN,35,2024-02-11,3.0
NOP,30,2024-02-11,10.0
NYK,33,2024-02-11,8.0
OKC,35,2024-02-11,4.0
ORL,28,2024-02-11,16.0
PHI,30,2024-02-11,11.0
PHO,31,2024-02-11,9.0
POR,15,2024-02-11,26.0
SAC,30,2024-02-11,12.0
SAS,10,2024-02-11,28.0
TOR,19,2024-02-11,24.0
UTA,26,2024-02-11,18.0
WAS,9,2024-02-11,29.0
ATL,24,2024-02-12,21.0
BOS,40,2024-02-12,1.0
BRK,20,2024-02-12,23.0
CHO,11,2024-02-12,27.0
CHI,25,2024-02-12,19.0
CLE,35,2024-02-12,4.0
DAL,30,2024-02-12,12.0
DEN,36,2024-02-12,2.0
DET,8,2024-02-12,30.0
GSW,25,2024-02-12,20.0
HOU,23,2024-02-12,22.0
IND,30,2024-02-12,13.0
LAC,35,2024-02-12,5.0
LAL,27,2024-02-12,17.0
MEM,18,2024-02-12,25.0
MIA,28,2024-02-12,15.0
MIL,34,2024-02-12,7.0
MIN,36,2024-02-12,3.0
NOP,31,2024-02-12,9.0
NYK,33,2024-02-12,8.0
OKC,35,2024-02-12,6.0
ORL,28,2024-02-12,16.0
PHI,31,2024-02-12,10.0
PHO,31,2024-02-12,11.0
POR,15,2024-02-12,26.0
SAC,30,2024-02-12,14.0
SAS,10,2024-02-12,28.0
TOR,19,2024-02-12,24.0
UTA,26,2024-02-12,18.0
WAS,9,2024-02-12,29.0
ATL,24,2024-02-13,21.0
BOS,41,2024-02-13,1.0
BRK,21,2024-02-13,23.0
CHO,11,2024-02-13,27.0
CHI,25,2024-02-13,19.0
CLE,35,2024-02-13,5.0
DAL,30,2024-02-13,12.0
DEN,36,2024-02-13,3.0
DET,8,2024-02-13,30.0
GSW,25,2024-02-13,20.0
HOU,23,2024-02-13,22.0
IND,30,2024-02-13,13.0
LAC,35,2024-02-13,6.0
LAL,28,2024-02-13,16.0
MEM,18,2024-02-13,25.0
MIA,28,2024-02-13,17.0
MIL,35,2024-02-13,7.0
MIN,37,2024-02-13,2.0
NOP,31,2024-02-13,9.0
NYK,33,2024-02-13,8.0
OKC,36,2024-02-13,4.0
ORL,29,2024-02-13,15.0
PHI,31,2024-02-13,10.0
PHO,31,2024-02-13,11.0
POR,15,2024-02-13,26.0
SAC,30,2024-02-13,14.0
SAS,10,2024-02-13,28.0
TOR,19,2024-02-13,24.0
UTA,26,2024-02-13,18.0
WAS,9,2024-02-13,29.0
ATL,24,2024-02-14,21.0
BOS,42,2024-02-14,1.0
BRK,21,2024-02-14,23.0
CHO,12,2024-02-14,27.0
CHI,26,2024-02-14,18.0
CLE,35,2024-02-14,5.0
DAL,31,2024-02-14,12.0
DEN,36,2024-02-14,3.0
DET,8,2024-02-14,30.0
GSW,26,2024-02-14,19.0
HOU,24,2024-02-14,22.0
IND,30,2024-02-14,13.0
LAC,35,2024-02-14,6.0
LAL,29,2024-02-14,15.0
MEM,18,2024-02-14,25.0
MIA,29,2024-02-14,16.0
MIL,35,2024-02-14,7.0
MIN,37,2024-02-14,2.0
NOP,32,2024-02-14,9.0
NYK,33,2024-02-14,8.0
OKC,36,2024-02-14,4.0
ORL,29,2024-02-14,17.0
PHI,32,2024-02-14,10.0
PHO,32,2024-02-14,11.0
POR,15,2024-02-14,26.0
SAC,30,2024-02-14,14.0
SAS,11,2024-02-14,28.0
TOR,19,2024-02-14,24.0
UTA,26,2024-02-14,20.0
WAS,9,2024-02-14,29.0
ATL,24,2024-02-15,21.0
BOS,42,2024-02-15,1.0
BRK,21,2024-02-15,23.0
CHO,12,2024-02-15,27.0
CHI,26,2024-02-15,18.0
CLE,35,2024-02-15,5.0
DAL,31,2024-02-15,12.0
DEN,36,2024-02-15,3.0
DET,8,2024-02-15,30.0
GSW,26,2024-02-15,19.0
HOU,24,2024-02-15,22.0
IND,30,2024-02-15,13.0
LAC,35,2024-02-15,6.0
LAL,29,2024-02-15,15.0
MEM,19,2024-02-15,24.0
MIA,29,2024-02-15,16.0
MIL,35,2024-02-15,7.0
MIN,38,2024-02-15,2.0
NOP,32,2024-02-15,9.0
NYK,33,2024-02-15,8.0
OKC,36,2024-02-15,4.0
ORL,29,2024-02-15,17.0
PHI,32,2024-02-15,10.0
PHO,32,2024-02-15,11.0
POR,15,2024-02-15,26.0
SAC,30,2024-02-15,14.0
SAS,11,2024-02-15,28.0
TOR,19,2024-02-15,25.0
UTA,26,2024-02-15,20.0
WAS,9,2024-02-15,29.0
ATL,24,2024-02-22,21.0
BOS,43,2024-02-22,1.0
BRK,21,2024-02-22,23.0
CHO,13,2024-02-22,27.0
CHI,26,2024-02-22,19.0
CLE,36,2024-02-22,4.0
DAL,32,2024-02-22,11.0
DEN,36,2024-02-22,5.0
DET,8,2024-02-22,30.0
GSW,27,2024-02-22,18.0
HOU,24,2024-02-22,22.0
IND,31,2024-02-22,13.0
LAC,36,2024-02-22,6.0
LAL,30,2024-02-22,15.0
MEM,19,2024-02-22,24.0
MIA,29,2024-02-22,17.0
MIL,35,2024-02-22,7.0
MIN,38,2024-02-22,2.0
NOP,33,2024-02-22,8.0
NYK,33,2024-02-22,9.0
OKC,37,2024-02-22,3.0
ORL,30,2024-02-22,16.0
PHI,32,2024-02-22,12.0
PHO,33,2024-02-22,10.0
POR,15,2024-02-22,26.0
SAC,31,2024-02-22,14.0
SAS,11,2024-02-22,28.0
TOR,19,2024-02-22,25.0
UTA,26,2024-02-22,20.0
WAS,9,2024-02-22,29.0
ATL,24,2024-02-23,21.0
BOS,43,2024-02-23,1.0
BRK,21,2024-02-23,23.0
CHO,14,2024-02-23,27.0
CHI,26,2024-02-23,19.0
CLE,36,2024-02-23,5.0
DAL,32,2024-02-23,11.0
